"Area","Year","Month","Labor Force","Employed","Unemployed","Area Rate","Massachusetts Rate"
"NORFOLK COUNTY","2005","June","358442","342793","15649","4.4","4.9"
"NORFOLK COUNTY","2005","July","359476","344426","15050","4.2","4.9"
"NORFOLK COUNTY","2005","August","359451","345621","13830","3.8","4.5"
"NORFOLK COUNTY","2005","September","353322","338031","15291","4.3","4.8"
"NORFOLK COUNTY","2005","October","356645","342830","13815","3.9","4.3"
"NORFOLK COUNTY","2005","November","357792","343330","14462","4.0","4.5"
"NORFOLK COUNTY","2005","December","356876","343038","13838","3.9","4.5"
"NORFOLK COUNTY","2005","Annual","355887","341107","14780","4.2","4.8"
"NORFOLK COUNTY","2004","January","357325","338727","18598","5.2","6.1"
"NORFOLK COUNTY","2004","February","356655","339264","17391","4.9","5.8"
"NORFOLK COUNTY","2004","March","356278","339246","17032","4.8","5.7"
"NORFOLK COUNTY","2004","April","354252","338749","15503","4.4","5.0"
"NORFOLK COUNTY","2004","May","352978","337059","15919","4.5","5.0"
"NORFOLK COUNTY","2004","June","359076","341323","17753","4.9","5.4"
"NORFOLK COUNTY","2004","July","359578","342764","16814","4.7","5.3"
"NORFOLK COUNTY","2004","August","358350","342723","15627","4.4","4.8"
"NORFOLK COUNTY","2004","September","351248","335798","15450","4.4","4.8"
"NORFOLK COUNTY","2004","October","353979","340001","13978","3.9","4.4"
"NORFOLK COUNTY","2004","November","355757","341723","14034","3.9","4.5"
"NORFOLK COUNTY","2004","December","354699","340867","13832","3.9","4.5"
"NORFOLK COUNTY","2004","Annual","355848","339854","15994","4.5","5.1"
"NORFOLK COUNTY","2003","January","358525","340038","18487","5.2","6.3"
"NORFOLK COUNTY","2003","February","358237","340191","18046","5.0","6.1"
"NORFOLK COUNTY","2003","March","358571","340814","17757","5.0","6.0"
"NORFOLK COUNTY","2003","April","357667","340643","17024","4.8","5.5"
"NORFOLK COUNTY","2003","May","355982","338071","17911","5.0","5.7"
"NORFOLK COUNTY","2003","June","361823","341672","20151","5.6","6.2"
"NORFOLK COUNTY","2003","July","359966","340979","18987","5.3","6.0"
"NORFOLK COUNTY","2003","August","359398","340863","18535","5.2","5.6"
"NORFOLK COUNTY","2003","September","354271","335191","19080","5.4","5.7"
"NORFOLK COUNTY","2003","October","356733","339429","17304","4.9","5.2"
"NORFOLK COUNTY","2003","November","358380","341309","17071","4.8","5.2"
"NORFOLK COUNTY","2003","December","357011","340748","16263","4.6","5.1"
"NORFOLK COUNTY","2003","Annual","358047","339996","18051","5.0","5.7"
"NORFOLK COUNTY","2002","January","357029","340982","16047","4.5","5.6"
"NORFOLK COUNTY","2002","February","359239","343553","15686","4.4","5.4"
"NORFOLK COUNTY","2002","March","360197","343915","16282","4.5","5.4"
"NORFOLK COUNTY","2002","April","358872","343041","15831","4.4","5.0"
"NORFOLK COUNTY","2002","May","358234","342167","16067","4.5","4.9"
"NORFOLK COUNTY","2002","June","363908","345505","18403","5.1","5.4"
"NORFOLK COUNTY","2002","July","364275","346060","18215","5.0","5.4"
"NORFOLK COUNTY","2002","August","364290","347087","17203","4.7","5.1"
"NORFOLK COUNTY","2002","September","359570","341636","17934","5.0","5.2"
"NORFOLK COUNTY","2002","October","360991","344781","16210","4.5","4.9"
"NORFOLK COUNTY","2002","November","361074","344693","16381","4.5","5.1"
"NORFOLK COUNTY","2002","December","360124","343800","16324","4.5","5.3"
"NORFOLK COUNTY","2002","Annual","360650","343935","16715","4.6","5.2"
"NORFOLK COUNTY","2001","January","355767","345334","10433","2.9","3.7"
"NORFOLK COUNTY","2001","February","356660","346393","10267","2.9","3.5"
"NORFOLK COUNTY","2001","March","358477","347899","10578","3.0","3.6"
"NORFOLK COUNTY","2001","April","355691","346055","9636","2.7","3.2"
"NORFOLK COUNTY","2001","May","354408","344408","10000","2.8","3.3"
"NORFOLK COUNTY","2001","June","359874","347844","12030","3.3","3.8"
"NORFOLK COUNTY","2001","July","361519","349428","12091","3.3","3.9"
"NORFOLK COUNTY","2001","August","359619","347940","11679","3.2","3.9"
"NORFOLK COUNTY","2001","September","354588","342121","12467","3.5","4.0"
"NORFOLK COUNTY","2001","October","356884","345060","11824","3.3","4.0"
"NORFOLK COUNTY","2001","November","358052","345778","12274","3.4","4.2"
"NORFOLK COUNTY","2001","December","358450","345625","12825","3.6","4.4"
"NORFOLK COUNTY","2001","Annual","357499","346157","11342","3.2","3.8"
"PLYMOUTH COUNTY","2020","January","287747","276791","10956","3.8","3.5"
"PLYMOUTH COUNTY","2020","February","288063","277776","10287","3.6","3.3"
"PLYMOUTH COUNTY","2020","March","284412","273256","11156","3.9","3.6"
"PLYMOUTH COUNTY","2020","April","265876","215982","49894","18.8","16.7"
"PLYMOUTH COUNTY","2020","May","280141","231270","48871","17.4","15.6"
"PLYMOUTH COUNTY","2020","June","287900","243530","44370","15.4","14.5"
"PLYMOUTH COUNTY","2020","July","288356","249906","38450","13.3","13.0"
"PLYMOUTH COUNTY","2020","August","287577","257160","30417","10.6","10.3"
"PLYMOUTH COUNTY","2020","September","283764","255400","28364","10.0","9.8"
"PLYMOUTH COUNTY","2020","October","283956","260517","23439","8.3","8.1"
"PLYMOUTH COUNTY","2020","November","283427","261204","22223","7.8","7.6"
"PLYMOUTH COUNTY","2020","December","282387","260974","21413","7.6","7.4"
"PLYMOUTH COUNTY","2020","Annual","283634","255314","28320","10.0","9.4"
"PLYMOUTH COUNTY","2019","January","287800","275758","12042","4.2","4.0"
"PLYMOUTH COUNTY","2019","February","288778","277562","11216","3.9","3.6"
"PLYMOUTH COUNTY","2019","March","288435","278090","10345","3.6","3.4"
"PLYMOUTH COUNTY","2019","April","287024","278855","8169","2.8","2.8"
"PLYMOUTH COUNTY","2019","May","287006","278512","8494","3.0","2.9"
"PLYMOUTH COUNTY","2019","June","291431","282001","9430","3.2","3.2"
"PLYMOUTH COUNTY","2019","July","292872","282816","10056","3.4","3.3"
"PLYMOUTH COUNTY","2019","August","292279","283174","9105","3.1","3.0"
"PLYMOUTH COUNTY","2019","September","286852","278456","8396","2.9","2.8"
"PLYMOUTH COUNTY","2019","October","288185","280436","7749","2.7","2.6"
"PLYMOUTH COUNTY","2019","November","288177","280698","7479","2.6","2.5"
"PLYMOUTH COUNTY","2019","December","287597","279621","7976","2.8","2.6"
"PLYMOUTH COUNTY","2019","Annual","288870","279665","9205","3.2","3.1"
"PLYMOUTH COUNTY","2018","January","279938","267077","12861","4.6","4.3"
"PLYMOUTH COUNTY","2018","February","282654","269925","12729","4.5","4.2"
"PLYMOUTH COUNTY","2018","March","283395","271697","11698","4.1","3.8"
"PLYMOUTH COUNTY","2018","April","283150","273307","9843","3.5","3.3"
"PLYMOUTH COUNTY","2018","May","283574","273898","9676","3.4","3.3"
"PLYMOUTH COUNTY","2018","June","287714","276741","10973","3.8","3.7"
"PLYMOUTH COUNTY","2018","July","289642","278474","11168","3.9","3.7"
"PLYMOUTH COUNTY","2018","August","287290","277244","10046","3.5","3.3"
"PLYMOUTH COUNTY","2018","September","283519","274172","9347","3.3","3.2"
"PLYMOUTH COUNTY","2018","October","284753","276220","8533","3.0","2.9"
"PLYMOUTH COUNTY","2018","November","285231","277158","8073","2.8","2.8"
"PLYMOUTH COUNTY","2018","December","285464","276615","8849","3.1","3.0"
"PLYMOUTH COUNTY","2018","Annual","284693","274377","10316","3.6","3.4"
"PLYMOUTH COUNTY","2017","January","273992","260858","13134","4.8","4.5"
"PLYMOUTH COUNTY","2017","February","275447","262446","13001","4.7","4.4"
"PLYMOUTH COUNTY","2017","March","276722","264829","11893","4.3","4.0"
"PLYMOUTH COUNTY","2017","April","276176","265780","10396","3.8","3.6"
"PLYMOUTH COUNTY","2017","May","275929","265164","10765","3.9","3.7"
"PLYMOUTH COUNTY","2017","June","280023","268426","11597","4.1","4.0"
"PLYMOUTH COUNTY","2017","July","282515","270129","12386","4.4","4.1"
"PLYMOUTH COUNTY","2017","August","281536","270075","11461","4.1","3.8"
"PLYMOUTH COUNTY","2017","September","277580","266795","10785","3.9","3.7"
"PLYMOUTH COUNTY","2017","October","276988","267411","9577","3.5","3.3"
"PLYMOUTH COUNTY","2017","November","278378","268949","9429","3.4","3.3"
"PLYMOUTH COUNTY","2017","December","278592","268824","9768","3.5","3.4"
"PLYMOUTH COUNTY","2017","Annual","277824","266641","11183","4.0","3.8"
"PLYMOUTH COUNTY","2016","January","266614","252680","13934","5.2","4.9"
"PLYMOUTH COUNTY","2016","February","268554","254824","13730","5.1","4.7"
"PLYMOUTH COUNTY","2016","March","269953","256848","13105","4.9","4.5"
"PLYMOUTH COUNTY","2016","April","269153","257809","11344","4.2","3.9"
"PLYMOUTH COUNTY","2016","May","267884","257077","10807","4.0","3.9"
"PLYMOUTH COUNTY","2016","June","272317","260460","11857","4.4","4.2"
"PLYMOUTH COUNTY","2016","July","275478","263342","12136","4.4","4.2"
"PLYMOUTH COUNTY","2016","August","274769","263739","11030","4.0","3.8"
"PLYMOUTH COUNTY","2016","September","270076","259308","10768","4.0","3.8"
"PLYMOUTH COUNTY","2016","October","270128","260619","9509","3.5","3.5"
"PLYMOUTH COUNTY","2016","November","270561","261493","9068","3.4","3.3"
"PLYMOUTH COUNTY","2016","December","271029","261238","9791","3.6","3.5"
"PLYMOUTH COUNTY","2016","Annual","270543","259120","11423","4.2","4.0"
"PLYMOUTH COUNTY","2015","January","267073","250412","16661","6.2","5.8"
"PLYMOUTH COUNTY","2015","February","268001","251714","16287","6.1","5.5"
"PLYMOUTH COUNTY","2015","March","267928","252852","15076","5.6","5.2"
"PLYMOUTH COUNTY","2015","April","267513","254463","13050","4.9","4.6"
"PLYMOUTH COUNTY","2015","May","268086","254505","13581","5.1","4.9"
"PLYMOUTH COUNTY","2015","June","271633","257576","14057","5.2","5.0"
"PLYMOUTH COUNTY","2015","July","272106","257724","14382","5.3","5.0"
"PLYMOUTH COUNTY","2015","August","270648","257751","12897","4.8","4.5"
"PLYMOUTH COUNTY","2015","September","264098","251749","12349","4.7","4.5"
"PLYMOUTH COUNTY","2015","October","265943","254676","11267","4.2","4.2"
"PLYMOUTH COUNTY","2015","November","266337","255176","11161","4.2","4.1"
"PLYMOUTH COUNTY","2015","December","266517","254958","11559","4.3","4.1"
"PLYMOUTH COUNTY","2015","Annual","267990","254463","13527","5.0","4.8"
"PLYMOUTH COUNTY","2014","January","262369","243431","18938","7.2","6.7"
"PLYMOUTH COUNTY","2014","February","264728","245551","19177","7.2","6.7"
"PLYMOUTH COUNTY","2014","March","266270","247834","18436","6.9","6.4"
"PLYMOUTH COUNTY","2014","April","263717","248592","15125","5.7","5.5"
"PLYMOUTH COUNTY","2014","May","264717","249078","15639","5.9","5.7"
"PLYMOUTH COUNTY","2014","June","268975","252636","16339","6.1","5.9"
"PLYMOUTH COUNTY","2014","July","271050","253832","17218","6.4","6.1"
"PLYMOUTH COUNTY","2014","August","269395","253567","15828","5.9","5.7"
"PLYMOUTH COUNTY","2014","September","265680","250721","14959","5.6","5.5"
"PLYMOUTH COUNTY","2014","October","268262","254663","13599","5.1","5.0"
"PLYMOUTH COUNTY","2014","November","268789","255266","13523","5.0","4.9"
"PLYMOUTH COUNTY","2014","December","268063","254611","13452","5.0","4.8"
"PLYMOUTH COUNTY","2014","Annual","266834","250815","16019","6.0","5.7"
"PLYMOUTH COUNTY","2013","January","261752","240558","21194","8.1","7.6"
"PLYMOUTH COUNTY","2013","February","261874","241330","20544","7.8","7.2"
"PLYMOUTH COUNTY","2013","March","262122","242783","19339","7.4","6.9"
"PLYMOUTH COUNTY","2013","April","261549","244253","17296","6.6","6.3"
"PLYMOUTH COUNTY","2013","May","261886","244136","17750","6.8","6.6"
"PLYMOUTH COUNTY","2013","June","265986","246749","19237","7.2","7.1"
"PLYMOUTH COUNTY","2013","July","267147","247937","19210","7.2","7.0"
"PLYMOUTH COUNTY","2013","August","266402","248397","18005","6.8","6.5"
"PLYMOUTH COUNTY","2013","September","261399","243999","17400","6.7","6.5"
"PLYMOUTH COUNTY","2013","October","260653","244256","16397","6.3","6.2"
"PLYMOUTH COUNTY","2013","November","261775","246101","15674","6.0","5.9"
"PLYMOUTH COUNTY","2013","December","261530","245670","15860","6.1","5.9"
"PLYMOUTH COUNTY","2013","Annual","262840","244681","18159","6.9","6.6"
"PLYMOUTH COUNTY","2012","January","259566","238820","20746","8.0","7.4"
"PLYMOUTH COUNTY","2012","February","260429","239888","20541","7.9","7.3"
"PLYMOUTH COUNTY","2012","March","261425","241712","19713","7.5","6.9"
"PLYMOUTH COUNTY","2012","April","259360","242037","17323","6.7","6.3"
"PLYMOUTH COUNTY","2012","May","260285","242393","17892","6.9","6.5"
"PLYMOUTH COUNTY","2012","June","265439","246401","19038","7.2","6.9"
"PLYMOUTH COUNTY","2012","July","265406","245813","19593","7.4","7.1"
"PLYMOUTH COUNTY","2012","August","264646","246301","18345","6.9","6.7"
"PLYMOUTH COUNTY","2012","September","260514","242909","17605","6.8","6.5"
"PLYMOUTH COUNTY","2012","October","262308","245669","16639","6.3","6.3"
"PLYMOUTH COUNTY","2012","November","261069","244897","16172","6.2","6.1"
"PLYMOUTH COUNTY","2012","December","261587","243958","17629","6.7","6.4"
"PLYMOUTH COUNTY","2012","Annual","261836","243400","18436","7.0","6.7"
"PLYMOUTH COUNTY","2011","January","260945","237055","23890","9.2","8.3"
"PLYMOUTH COUNTY","2011","February","260952","237638","23314","8.9","8.0"
"PLYMOUTH COUNTY","2011","March","261702","239552","22150","8.5","7.6"
"PLYMOUTH COUNTY","2011","April","260500","240787","19713","7.6","7.0"
"PLYMOUTH COUNTY","2011","May","259833","240110","19723","7.6","7.1"
"PLYMOUTH COUNTY","2011","June","263048","242292","20756","7.9","7.5"
"PLYMOUTH COUNTY","2011","July","264482","243752","20730","7.8","7.5"
"PLYMOUTH COUNTY","2011","August","265110","245546","19564","7.4","7.0"
"PLYMOUTH COUNTY","2011","September","261112","241552","19560","7.5","7.1"
"PLYMOUTH COUNTY","2011","October","261449","243309","18140","6.9","6.6"
"PLYMOUTH COUNTY","2011","November","261395","244043","17352","6.6","6.4"
"PLYMOUTH COUNTY","2011","December","261913","243552","18361","7.0","6.5"
"PLYMOUTH COUNTY","2011","Annual","261870","241599","20271","7.7","7.2"
"PLYMOUTH COUNTY","2010","January","261012","234524","26488","10.1","9.3"
"PLYMOUTH COUNTY","2010","February","261216","235126","26090","10.0","9.1"
"PLYMOUTH COUNTY","2010","March","262158","236801","25357","9.7","8.7"
"PLYMOUTH COUNTY","2010","April","261082","238412","22670","8.7","8.0"
"PLYMOUTH COUNTY","2010","May","260496","238218","22278","8.6","7.9"
"PLYMOUTH COUNTY","2010","June","263495","240749","22746","8.6","8.1"
"PLYMOUTH COUNTY","2010","July","265486","242496","22990","8.7","8.1"
"PLYMOUTH COUNTY","2010","August","265081","243133","21948","8.3","7.7"
"PLYMOUTH COUNTY","2010","September","259957","238705","21252","8.2","7.8"
"PLYMOUTH COUNTY","2010","October","260656","240520","20136","7.7","7.3"
"PLYMOUTH COUNTY","2010","November","261192","240705","20487","7.8","7.5"
"PLYMOUTH COUNTY","2010","December","261295","240608","20687","7.9","7.4"
"PLYMOUTH COUNTY","2010","Annual","261927","239166","22761","8.7","8.1"
"PLYMOUTH COUNTY","2009","January","261767","239715","22052","8.4","7.8"
"PLYMOUTH COUNTY","2009","February","261668","239798","21870","8.4","8.1"
"PLYMOUTH COUNTY","2009","March","261718","240179","21539","8.2","8.1"
"PLYMOUTH COUNTY","2009","April","261801","241852","19949","7.6","7.5"
"PLYMOUTH COUNTY","2009","May","261484","240588","20896","8.0","8.0"
"PLYMOUTH COUNTY","2009","June","267556","244455","23101","8.6","8.4"
"PLYMOUTH COUNTY","2009","July","268897","245378","23519","8.7","8.5"
"PLYMOUTH COUNTY","2009","August","267960","245007","22953","8.6","8.2"
"PLYMOUTH COUNTY","2009","September","262755","239263","23492","8.9","8.4"
"PLYMOUTH COUNTY","2009","October","263041","240487","22554","8.6","8.1"
"PLYMOUTH COUNTY","2009","November","264178","241364","22814","8.6","7.9"
"PLYMOUTH COUNTY","2009","December","262853","239272","23581","9.0","8.2"
"PLYMOUTH COUNTY","2009","Annual","263807","241447","22360","8.5","8.1"
"PLYMOUTH COUNTY","2008","January","259022","243874","15148","5.8","5.2"
"PLYMOUTH COUNTY","2008","February","257826","243310","14516","5.6","5.1"
"PLYMOUTH COUNTY","2008","March","258741","244651","14090","5.4","4.9"
"PLYMOUTH COUNTY","2008","April","258199","245395","12804","5.0","4.4"
"PLYMOUTH COUNTY","2008","May","258836","245126","13710","5.3","4.9"
"PLYMOUTH COUNTY","2008","June","264608","248944","15664","5.9","5.3"
"PLYMOUTH COUNTY","2008","July","265783","249897","15886","6.0","5.5"
"PLYMOUTH COUNTY","2008","August","265244","249863","15381","5.8","5.4"
"PLYMOUTH COUNTY","2008","September","260896","244804","16092","6.2","5.5"
"PLYMOUTH COUNTY","2008","October","262386","246972","15414","5.9","5.4"
"PLYMOUTH COUNTY","2008","November","262992","246362","16630","6.3","5.7"
"PLYMOUTH COUNTY","2008","December","262840","244584","18256","6.9","6.3"
"PLYMOUTH COUNTY","2008","Annual","261448","246149","15299","5.9","5.3"
"PLYMOUTH COUNTY","2007","January","258922","243432","15490","6.0","5.4"
"PLYMOUTH COUNTY","2007","February","257839","243170","14669","5.7","5.1"
"PLYMOUTH COUNTY","2007","March","258465","245096","13369","5.2","4.7"
"PLYMOUTH COUNTY","2007","April","257401","245206","12195","4.7","4.3"
"PLYMOUTH COUNTY","2007","May","257438","245374","12064","4.7","4.3"
"PLYMOUTH COUNTY","2007","June","263306","249810","13496","5.1","4.6"
"PLYMOUTH COUNTY","2007","July","264440","251090","13350","5.0","4.7"
"PLYMOUTH COUNTY","2007","August","262896","251107","11789","4.5","4.3"
"PLYMOUTH COUNTY","2007","September","258860","246746","12114","4.7","4.4"
"PLYMOUTH COUNTY","2007","October","259257","248415","10842","4.2","4.0"
"PLYMOUTH COUNTY","2007","November","260624","249310","11314","4.3","4.0"
"PLYMOUTH COUNTY","2007","December","259790","247484","12306","4.7","4.3"
"PLYMOUTH COUNTY","2007","Annual","259937","247187","12750","4.9","4.5"
"PLYMOUTH COUNTY","2006","January","254925","240568","14357","5.6","5.3"
"PLYMOUTH COUNTY","2006","February","255103","240783","14320","5.6","5.3"
"PLYMOUTH COUNTY","2006","March","255597","242077","13520","5.3","5.0"
"PLYMOUTH COUNTY","2006","April","255043","242510","12533","4.9","4.6"
"PLYMOUTH COUNTY","2006","May","255675","243456","12219","4.8","4.6"
"PLYMOUTH COUNTY","2006","June","261910","248330","13580","5.2","4.8"
"PLYMOUTH COUNTY","2006","July","262458","248986","13472","5.1","5.0"
"PLYMOUTH COUNTY","2006","August","262164","249557","12607","4.8","4.6"
"PLYMOUTH COUNTY","2006","September","257667","244702","12965","5.0","4.7"
"PLYMOUTH COUNTY","2006","October","259522","248061","11461","4.4","4.1"
"PLYMOUTH COUNTY","2006","November","260440","248183","12257","4.7","4.3"
"PLYMOUTH COUNTY","2006","December","260561","248066","12495","4.8","4.3"
"PLYMOUTH COUNTY","2006","Annual","258422","245440","12982","5.0","4.7"
"PLYMOUTH COUNTY","2005","January","256508","242167","14341","5.6","5.5"
"PLYMOUTH COUNTY","2005","February","256310","242111","14199","5.5","5.5"
"PLYMOUTH COUNTY","2005","March","256675","243138","13537","5.3","5.1"
"PLYMOUTH COUNTY","2005","April","256263","244204","12059","4.7","4.6"
"PLYMOUTH COUNTY","2005","May","256416","244626","11790","4.6","4.7"
"PLYMOUTH COUNTY","2005","June","261686","248646","13040","5.0","4.9"
"PLYMOUTH COUNTY","2005","July","262050","249262","12788","4.9","4.9"
"PLYMOUTH COUNTY","2005","August","261759","250199","11560","4.4","4.5"
"PLYMOUTH COUNTY","2005","September","256972","244444","12528","4.9","4.8"
"PLYMOUTH COUNTY","2005","October","258720","247407","11313","4.4","4.3"
"PLYMOUTH COUNTY","2005","November","259140","247210","11930","4.6","4.5"
"PLYMOUTH COUNTY","2005","December","258497","246535","11962","4.6","4.5"
"PLYMOUTH COUNTY","2005","Annual","258416","245829","12587","4.9","4.8"
"PLYMOUTH COUNTY","2004","January","258108","242001","16107","6.2","6.1"
"PLYMOUTH COUNTY","2004","February","257005","241801","15204","5.9","5.8"
"PLYMOUTH COUNTY","2004","March","256979","242218","14761","5.7","5.7"
"PLYMOUTH COUNTY","2004","April","255987","243024","12963","5.1","5.0"
"PLYMOUTH COUNTY","2004","May","255709","242688","13021","5.1","5.0"
"PLYMOUTH COUNTY","2004","June","261126","246721","14405","5.5","5.4"
"PLYMOUTH COUNTY","2004","July","262002","248019","13983","5.3","5.3"
"PLYMOUTH COUNTY","2004","August","260817","248077","12740","4.9","4.8"
"PLYMOUTH COUNTY","2004","September","255072","242671","12401","4.9","4.8"
"PLYMOUTH COUNTY","2004","October","256193","245082","11111","4.3","4.4"
"PLYMOUTH COUNTY","2004","November","256879","245523","11356","4.4","4.5"
"PLYMOUTH COUNTY","2004","December","256242","244547","11695","4.6","4.5"
"PLYMOUTH COUNTY","2004","Annual","257676","244364","13312","5.2","5.1"
"PLYMOUTH COUNTY","2003","January","255943","241032","14911","5.8","6.3"
"PLYMOUTH COUNTY","2003","February","255953","241193","14760","5.8","6.1"
"PLYMOUTH COUNTY","2003","March","256519","242006","14513","5.7","6.0"
"PLYMOUTH COUNTY","2003","April","255952","242607","13345","5.2","5.5"
"PLYMOUTH COUNTY","2003","May","255517","242000","13517","5.3","5.7"
"PLYMOUTH COUNTY","2003","June","261018","245633","15385","5.9","6.2"
"PLYMOUTH COUNTY","2003","July","260865","245941","14924","5.7","6.0"
"PLYMOUTH COUNTY","2003","August","260657","246118","14539","5.6","5.6"
"PLYMOUTH COUNTY","2003","September","255918","241397","14521","5.7","5.7"
"PLYMOUTH COUNTY","2003","October","256826","243667","13159","5.1","5.2"
"PLYMOUTH COUNTY","2003","November","257701","244515","13186","5.1","5.2"
"PLYMOUTH COUNTY","2003","December","256760","243438","13322","5.2","5.1"
"PLYMOUTH COUNTY","2003","Annual","257470","243296","14174","5.5","5.7"
"PLYMOUTH COUNTY","2002","January","253704","241095","12609","5.0","5.6"
"PLYMOUTH COUNTY","2002","February","255195","242777","12418","4.9","5.4"
"PLYMOUTH COUNTY","2002","March","256153","243453","12700","5.0","5.4"
"PLYMOUTH COUNTY","2002","April","255522","243638","11884","4.7","5.0"
"PLYMOUTH COUNTY","2002","May","255758","244036","11722","4.6","4.9"
"PLYMOUTH COUNTY","2002","June","261109","247390","13719","5.3","5.4"
"PLYMOUTH COUNTY","2002","July","261911","248240","13671","5.2","5.4"
"PLYMOUTH COUNTY","2002","August","261710","248835","12875","4.9","5.1"
"PLYMOUTH COUNTY","2002","September","257706","244674","13032","5.1","5.2"
"PLYMOUTH COUNTY","2002","October","257553","245819","11734","4.6","4.9"
"PLYMOUTH COUNTY","2002","November","257336","245489","11847","4.6","5.1"
"PLYMOUTH COUNTY","2002","December","256501","244351","12150","4.7","5.3"
"PLYMOUTH COUNTY","2002","Annual","257513","244983","12530","4.9","5.2"
"PLYMOUTH COUNTY","2001","January","250747","241515","9232","3.7","3.7"
"PLYMOUTH COUNTY","2001","February","251124","242090","9034","3.6","3.5"
"PLYMOUTH COUNTY","2001","March","252898","243608","9290","3.7","3.6"
"PLYMOUTH COUNTY","2001","April","251184","243301","7883","3.1","3.2"
"PLYMOUTH COUNTY","2001","May","250891","242958","7933","3.2","3.3"
"PLYMOUTH COUNTY","2001","June","255499","246173","9326","3.7","3.8"
"PLYMOUTH COUNTY","2001","July","257236","247826","9410","3.7","3.9"
"PLYMOUTH COUNTY","2001","August","255169","246254","8915","3.5","3.9"
"PLYMOUTH COUNTY","2001","September","251133","242207","8926","3.6","4.0"
"PLYMOUTH COUNTY","2001","October","252424","244053","8371","3.3","4.0"
"PLYMOUTH COUNTY","2001","November","253136","244326","8810","3.5","4.2"
"PLYMOUTH COUNTY","2001","December","253190","243805","9385","3.7","4.4"
"PLYMOUTH COUNTY","2001","Annual","252886","244010","8876","3.5","3.8"
"SUFFOLK COUNTY","2020","January","458809","445196","13613","3.0","3.5"
"SUFFOLK COUNTY","2020","February","459449","447076","12373","2.7","3.3"
"SUFFOLK COUNTY","2020","March","453505","439327","14178","3.1","3.6"
"SUFFOLK COUNTY","2020","April","420251","350867","69384","16.5","16.7"
"SUFFOLK COUNTY","2020","May","448057","373094","74963","16.7","15.6"
"SUFFOLK COUNTY","2020","June","467952","390229","77723","16.6","14.5"
"SUFFOLK COUNTY","2020","July","470919","398711","72208","15.3","13.0"
"SUFFOLK COUNTY","2020","August","468063","409511","58552","12.5","10.3"
"SUFFOLK COUNTY","2020","September","461748","406982","54766","11.9","9.8"
"SUFFOLK COUNTY","2020","October","458335","415826","42509","9.3","8.1"
"SUFFOLK COUNTY","2020","November","454675","416881","37794","8.3","7.6"
"SUFFOLK COUNTY","2020","December","452614","416927","35687","7.9","7.4"
"SUFFOLK COUNTY","2020","Annual","456198","409219","46979","10.3","9.4"
"SUFFOLK COUNTY","2019","January","460299","444984","15315","3.3","4.0"
"SUFFOLK COUNTY","2019","February","460899","447503","13396","2.9","3.6"
"SUFFOLK COUNTY","2019","March","461404","448461","12943","2.8","3.4"
"SUFFOLK COUNTY","2019","April","459337","448317","11020","2.4","2.8"
"SUFFOLK COUNTY","2019","May","459178","446500","12678","2.8","2.9"
"SUFFOLK COUNTY","2019","June","466525","452002","14523","3.1","3.2"
"SUFFOLK COUNTY","2019","July","467485","452526","14959","3.2","3.3"
"SUFFOLK COUNTY","2019","August","466332","453155","13177","2.8","3.0"
"SUFFOLK COUNTY","2019","September","458705","446326","12379","2.7","2.8"
"SUFFOLK COUNTY","2019","October","462056","450776","11280","2.4","2.6"
"SUFFOLK COUNTY","2019","November","462413","451705","10708","2.3","2.5"
"SUFFOLK COUNTY","2019","December","460901","450654","10247","2.2","2.6"
"SUFFOLK COUNTY","2019","Annual","462128","449409","12719","2.8","3.1"
"SUFFOLK COUNTY","2018","January","449368","433351","16017","3.6","4.3"
"SUFFOLK COUNTY","2018","February","453715","438268","15447","3.4","4.2"
"SUFFOLK COUNTY","2018","March","455378","440919","14459","3.2","3.8"
"SUFFOLK COUNTY","2018","April","455208","442391","12817","2.8","3.3"
"SUFFOLK COUNTY","2018","May","456425","442588","13837","3.0","3.3"
"SUFFOLK COUNTY","2018","June","463481","446378","17103","3.7","3.7"
"SUFFOLK COUNTY","2018","July","464828","448284","16544","3.6","3.7"
"SUFFOLK COUNTY","2018","August","460650","446079","14571","3.2","3.3"
"SUFFOLK COUNTY","2018","September","455520","441899","13621","3.0","3.2"
"SUFFOLK COUNTY","2018","October","458839","446303","12536","2.7","2.9"
"SUFFOLK COUNTY","2018","November","459599","447914","11685","2.5","2.8"
"SUFFOLK COUNTY","2018","December","459342","447507","11835","2.6","3.0"
"SUFFOLK COUNTY","2018","Annual","457696","443490","14206","3.1","3.4"
"SUFFOLK COUNTY","2017","January","438553","421993","16560","3.8","4.5"
"SUFFOLK COUNTY","2017","February","440155","424405","15750","3.6","4.4"
"SUFFOLK COUNTY","2017","March","442784","428130","14654","3.3","4.0"
"SUFFOLK COUNTY","2017","April","442327","428493","13834","3.1","3.6"
"SUFFOLK COUNTY","2017","May","441615","426136","15479","3.5","3.7"
"SUFFOLK COUNTY","2017","June","448572","430908","17664","3.9","4.0"
"SUFFOLK COUNTY","2017","July","450529","432512","18017","4.0","4.1"
"SUFFOLK COUNTY","2017","August","448879","432230","16649","3.7","3.8"
"SUFFOLK COUNTY","2017","September","443843","428119","15724","3.5","3.7"
"SUFFOLK COUNTY","2017","October","443967","430024","13943","3.1","3.3"
"SUFFOLK COUNTY","2017","November","446632","433003","13629","3.1","3.3"
